metric,variant,param,coef,std_err,pvalue
avg_word_length,sarimax,mo_12,-0.04680903062984299,0.05037875975236375,0.3528154077988409
avg_word_length,sarimax,ar.L1,-0.7453819301685454,0.2313310366487361,0.0012723513592845616
avg_word_length,sarimax,ma.L1,1.0119965098667327,0.6576400371674729,0.12384569565098892
avg_word_length,sarimax,sigma2,0.004142750424875087,0.003401919990187142,0.22331202250792492
total_words,ols,const,15301.247462511032,1469.904250120606,2.1020928436201264e-12
total_words,ols,time,167.43747507409458,49.71173188998985,0.001814122469453184
total_words,ols,post_0,-2174.6513336285925,1120.0060223231649,0.06003830670971792
total_words,ols,time_post_0,-129.9622255165743,88.6229857332575,0.15120408491613083
total_words,ols,post_1,-858.4703833332314,1235.8482432683363,0.4917396658140085
total_words,ols,time_post_1,80.8053786428155,106.05317039854866,0.45106335620510085
total_words,ols,mo_2,2612.7679012618682,1153.8205317058948,0.029666462279630993
total_words,ols,mo_3,-72.84847053001317,1235.0205565579238,0.9532897706246733
total_words,ols,mo_4,-528.7644371731258,1238.5982282143245,0.6719905174050237
total_words,ols,mo_5,-888.958774192154,1243.7021434208127,0.4793620173318276
total_words,ols,mo_6,-2716.7279218232834,1250.3136114440358,0.03645386345131409
total_words,ols,mo_7,82.58368592018405,1255.875967484593,0.9479344509730323
total_words,ols,mo_8,-1110.5170168151672,1253.5957651994822,0.38156947782791717
total_words,ols,mo_9,-1716.2622290704107,1139.578797424044,0.14077944710512486
total_words,ols,mo_10,-1628.3077949826547,1253.5208950960284,0.20220684402052264
total_words,ols,mo_11,-1325.5453816911267,1242.8616467108077,0.29328611052543724
total_words,ols,mo_12,-1540.3887378015788,1150.2078704363796,0.1888916636892382
total_words,hc1,const,15301.247462511032,964.4839031639597,1.1124836785805054e-56
total_words,hc1,time,167.43747507409458,25.00863500846902,2.1539677154237705e-11
total_words,hc1,post_0,-2174.6513336285925,1106.1211032305487,0.049296809759946554
total_words,hc1,time_post_0,-129.9622255165743,67.74577337318173,0.05506267907231121
total_words,hc1,post_1,-858.4703833332314,1056.9838116798087,0.41668332160694466
total_words,hc1,time_post_1,80.8053786428155,116.59915767737152,0.4882979132580878
total_words,hc1,mo_2,2612.7679012618682,1297.9656248801123,0.04411762036123388
total_words,hc1,mo_3,-72.84847053001317,517.752340292621,0.888105852185996
total_words,hc1,mo_4,-528.7644371731258,822.0746050209906,0.5200895576283938
total_words,hc1,mo_5,-888.958774192154,621.9574241742628,0.15292032279274334
total_words,hc1,mo_6,-2716.7279218232834,620.5910653793948,1.1996806069041767e-05
total_words,hc1,mo_7,82.58368592018405,775.4093034537805,0.9151830001895729
total_words,hc1,mo_8,-1110.5170168151672,769.9003448228214,0.14918489131706306
total_words,hc1,mo_9,-1716.2622290704107,559.2551967717089,0.002148948483343941
total_words,hc1,mo_10,-1628.3077949826547,996.0665120386849,0.10210397922440168
total_words,hc1,mo_11,-1325.5453816911267,746.612862037846,0.07582989574616236
total_words,hc1,mo_12,-1540.3887378015788,1921.1950923275772,0.4226763339207845
total_words,hac,const,15301.247462511032,510.70162437227197,3.142081765943511e-197
total_words,hac,time,167.43747507409458,22.28614812596666,5.775495705004058e-14
total_words,hac,post_0,-2174.6513336285925,985.846688237093,0.027392982561086507
total_words,hac,time_post_0,-129.9622255165743,48.945114174270884,0.00792462380945196
total_words,hac,post_1,-858.4703833332314,861.5382657554519,0.31903686052233304
total_words,hac,time_post_1,80.8053786428155,99.63360438244497,0.41735111438793526
total_words,hac,mo_2,2612.7679012618682,1211.6402444375833,0.031053289610320074
total_words,hac,mo_3,-72.84847053001317,429.6397396244698,0.8653584590642752
total_words,hac,mo_4,-528.7644371731258,679.6253436206363,0.4365552039867361
total_words,hac,mo_5,-888.958774192154,516.4906771886268,0.0852233113275729
total_words,hac,mo_6,-2716.7279218232834,485.2799657021765,2.1650229160310933e-08
total_words,hac,mo_7,82.58368592018405,594.5987192809736,0.8895372462580041
total_words,hac,mo_8,-1110.5170168151672,604.7932894712127,0.0663291634914748
